Date,close,volume
2004-08-19,50.2202,44659000.0
2004-08-20,54.2092,22834300.0
2004-08-23,54.7548,18256100.0
2004-08-24,52.4875,15247300.0
2004-08-25,53.0531,9188600.0
2004-08-26,54.009,7094800.0
2004-08-27,53.1281,6211700.0
2004-08-30,51.0561,5196700.0
2004-08-31,51.2362,4917800.0
2004-09-01,50.1752,9138200.0
2004-09-02,50.8058,15118600.0
2004-09-03,50.0551,5152400.0
2004-09-07,50.8408,5847500.0
2004-09-08,51.2012,4985600.0
2004-09-09,51.2062,4061700.0
2004-09-10,52.7177,8698800.0
2004-09-13,53.8038,7844100.0
2004-09-14,55.8008,10828900.0
2004-09-15,56.0561,10713000.0
2004-09-16,57.042,9266300.0
2004-09-17,58.8038,9472500.0
2004-09-20,59.7397,10628700.0
2004-09-21,58.979,7228700.0
2004-09-22,59.2492,7581200.0
2004-09-23,60.4705,8535600.0
2004-09-24,59.975,9123400.0
2004-09-27,59.1892,7066100.0
2004-09-28,63.4935,16929000.0
2004-09-29,65.6056,30516400.0
2004-09-30,64.8649,13758000.0
2004-10-01,66.3564,15124800.0
2004-10-04,67.5976,13022700.0
2004-10-05,69.2543,14973200.0
2004-10-06,68.6086,13381400.0
2004-10-07,69.4945,14115000.0
2004-10-08,68.9339,11069500.0
2004-10-11,67.6977,10472100.0
2004-10-12,68.7688,11665500.0
2004-10-13,70.5205,19766200.0
2004-10-14,71.0711,10442100.0
2004-10-15,72.1271,13194700.0
2004-10-18,74.6547,14036300.0
2004-10-19,74.044,18109800.0
2004-10-20,70.3153,22722600.0
2004-10-21,74.7648,29149800.0
2004-10-22,86.3013,73710000.0
2004-10-25,93.7938,65462800.0
2004-10-26,90.991,44569500.0
2004-10-27,93.0781,26686200.0
2004-10-28,96.7468,29663900.0
2004-10-29,95.4154,42282600.0
2004-11-01,98.1131,24425300.0
2004-11-02,97.5325,22669900.0
2004-11-03,95.9309,27749600.0
2004-11-04,92.4424,28790300.0
2004-11-05,84.7598,39626500.0
2004-11-08,86.3614,22361200.0
2004-11-09,84.4344,22106200.0
2004-11-10,84.014,21266700.0
2004-11-11,91.6016,29941000.0
2004-11-12,91.0911,33458700.0
2004-11-15,92.5275,23779100.0
2004-11-16,86.3564,41792900.0
2004-11-17,86.3363,36229500.0
2004-11-18,83.8539,33225900.0
2004-11-19,84.7848,17521000.0
2004-11-22,82.6326,24711600.0
2004-11-23,83.8438,24801700.0
2004-11-24,87.4675,30531400.0
2004-11-26,89.7848,12947200.0
2004-11-29,90.6156,21311800.0
2004-11-30,91.0811,15384600.0
2004-12-01,90.0701,15712400.0
2004-12-02,89.7898,12509200.0
2004-12-03,90.2903,11726600.0
2004-12-06,88.2332,12495400.0
2004-12-07,85.8008,13728000.0
2004-12-08,85.0751,15068500.0
2004-12-09,86.8018,15292600.0
2004-12-10,85.9109,8625700.0
2004-12-13,85.3103,9627500.0
2004-12-14,89.4344,22154600.0
2004-12-15,89.98,22919000.0
2004-12-16,88.3233,17128400.0
2004-12-17,90.1301,14757600.0
2004-12-20,92.6026,19649300.0
2004-12-21,91.967,11021500.0
2004-12-22,93.2432,7806100.0
2004-12-23,94.044,7221900.0
2004-12-27,96.051,12195900.0
2004-12-28,96.4765,8283300.0
2004-12-29,96.5465,5350800.0
2004-12-30,98.8989,11796700.0
2004-12-31,96.4915,15321600.0
2005-01-03,101.4565,31656700.0
2005-01-04,97.3474,27484200.0
2005-01-05,96.8519,16456700.0
2005-01-06,94.3694,20753400.0
2005-01-07,97.022,19306400.0
2005-01-10,97.6276,15064100.0
2005-01-11,96.8669,13903400.0
2005-01-12,97.7878,16339200.0
2005-01-13,97.7628,13685100.0
2005-01-14,100.0851,19261300.0
2005-01-18,102.0521,26318800.0
2005-01-19,98.7487,22492800.0
2005-01-20,97.0571,17985100.0
2005-01-21,94.2342,18498200.0
2005-01-24,90.4504,28017300.0
2005-01-25,88.6487,21297000.0
2005-01-26,94.7147,24591100.0
2005-01-27,94.1341,13241500.0
2005-01-28,95.2653,24391900.0
2005-01-31,97.9079,19174200.0
2005-02-01,96.046,37640300.0
2005-02-02,103.0831,65533000.0
2005-02-03,105.5355,25950200.0
2005-02-04,102.2823,29608900.0
2005-02-07,98.1131,25894800.0
2005-02-08,99.4194,22937000.0
2005-02-09,95.8859,34308600.0
2005-02-10,94.0841,37927400.0
2005-02-11,93.7938,26205700.0
2005-02-14,96.5916,77047200.0
2005-02-15,97.7127,51514000.0
2005-02-16,99.3043,33031500.0
2005-02-17,99.049,20807900.0
2005-02-18,99.0741,16954800.0
2005-02-22,95.7808,26940400.0
2005-02-23,97.0721,31140800.0
2005-02-24,94.5395,51576900.0
2005-02-25,93.028,19927000.0
2005-02-28,94.0891,15621100.0
2005-03-01,93.1231,18603700.0
2005-03-02,92.6827,14556400.0
2005-03-03,93.5986,15201900.0
2005-03-04,93.043,13534600.0
2005-03-07,94.4995,17317400.0
2005-03-08,92.6927,16076100.0
2005-03-09,90.7658,22698000.0
2005-03-10,90.0801,21899000.0
2005-03-11,88.989,16040500.0
2005-03-14,87.5826,22270900.0
2005-03-15,89.3944,20823300.0
2005-03-16,87.8879,14198300.0
2005-03-17,89.7347,16504600.0
2005-03-18,90.1101,14165800.0
2005-03-21,90.5305,14952400.0
2005-03-22,89.3894,11252100.0
2005-03-23,89.5796,9680300.0
2005-03-24,89.7147,7402900.0
2005-03-28,90.8008,17458500.0
2005-03-29,89.8749,12933000.0
2005-03-30,90.3153,12459700.0
2005-03-31,90.3453,13523600.0
2005-04-01,90.1101,12351600.0
2005-04-04,92.7377,16136600.0
2005-04-05,94.3794,17455900.0
2005-04-06,94.7047,10494600.0
2005-04-07,96.977,19365000.0
2005-04-08,96.1211,10222900.0
2005-04-11,96.7117,10810100.0
2005-04-12,97.0771,14624500.0
2005-04-13,96.5616,13098400.0
2005-04-14,95.8208,12293000.0
2005-04-15,92.5926,23131600.0
2005-04-18,93.5786,13087400.0
2005-04-19,95.7958,16843100.0
2005-04-20,99.1491,30872000.0
2005-04-21,102.2122,35468200.0
2005-04-22,108.013,66343700.0
2005-04-25,111.8769,39640300.0
2005-04-26,109.4845,34509400.0
2005-04-27,110.0,20509000.0
2005-04-28,109.8348,17348200.0
2005-04-29,110.1101,18322000.0
2005-05-02,111.2563,19515200.0
2005-05-03,113.2082,35524800.0
2005-05-04,114.3644,24142800.0
2005-05-05,113.6036,15004100.0
2005-05-06,114.1241,13514200.0
2005-05-09,113.1231,11062500.0
2005-05-10,114.014,12678900.0
2005-05-11,115.7608,22934600.0
2005-05-12,114.4745,17878500.0
2005-05-13,114.7347,14816100.0
2005-05-16,115.6406,11351400.0
2005-05-17,116.6817,15602100.0
2005-05-18,119.6997,24599300.0
2005-05-19,119.7097,19413500.0
2005-05-20,120.9259,16310600.0
2005-05-23,127.8529,42733800.0
2005-05-24,128.1281,58028100.0
2005-05-25,130.5355,36079600.0
2005-05-26,129.7297,27066100.0
2005-05-27,133.1331,24343800.0
2005-05-31,138.7738,44429100.0
2005-06-01,144.1441,70313000.0
2005-06-02,144.0941,35912200.0
2005-06-03,140.2703,37527000.0
2005-06-06,145.6156,45006700.0
2005-06-07,146.7067,48597300.0
2005-06-08,139.9199,51350300.0
2005-06-09,143.2983,32849300.0
2005-06-10,141.3914,25367800.0
2005-06-13,141.5165,25580700.0
2005-06-14,139.3143,20163600.0
2005-06-15,137.5375,41724400.0
2005-06-16,138.8589,24899800.0
2005-06-17,140.2903,20847900.0
2005-06-20,143.4935,42007300.0
2005-06-21,144.0641,30234300.0
2005-06-22,144.7948,20927000.0
2005-06-23,145.0,28084600.0
2005-06-24,148.7738,35506800.0
2005-06-27,152.2022,35570100.0
2005-06-28,151.1512,38034900.0
2005-06-29,146.5065,36560800.0
2005-06-30,147.2222,30158600.0
2005-07-01,145.7708,18436700.0
2005-07-05,148.003,14973000.0
2005-07-06,145.9059,15984500.0
2005-07-07,147.9179,21322800.0
2005-07-08,148.2633,14900200.0
2005-07-11,146.8218,16763800.0
2005-07-12,146.036,11718000.0
2005-07-13,149.5796,22852900.0
2005-07-14,150.5956,21314000.0
2005-07-15,150.7457,16859900.0
2005-07-18,149.9199,12403100.0
2005-07-19,155.1051,25217500.0
2005-07-20,156.1562,28592100.0
2005-07-21,157.1271,39539200.0
2005-07-22,151.3513,46726800.0
2005-07-25,148.0731,19298200.0
2005-07-26,148.1932,19614100.0
2005-07-27,148.6136,14421300.0
2005-07-28,146.8969,11839300.0
2005-07-29,144.024,16709800.0
2005-08-01,145.951,11313400.0
2005-08-02,149.7448,14565800.0
2005-08-03,148.7988,11849300.0
2005-08-04,149.014,10462500.0
2005-08-05,146.3213,11867500.0
2005-08-08,145.7708,8954600.0
2005-08-09,145.9309,11547000.0
2005-08-10,142.983,13744200.0
2005-08-11,142.1672,15014700.0
2005-08-12,145.005,13158600.0
2005-08-15,142.1421,16333000.0
2005-08-16,142.968,14204100.0
2005-08-17,142.6927,7758800.0
2005-08-18,140.1351,23721800.0
2005-08-19,140.1401,11074700.0
2005-08-22,137.1421,13612300.0
2005-08-23,139.9299,11631700.0
2005-08-24,141.4264,17169000.0
2005-08-25,141.4364,8744400.0
2005-08-26,141.9319,7503000.0
2005-08-29,144.3694,11794100.0
2005-08-30,143.7788,9574400.0
2005-08-31,143.1431,10057900.0
2005-09-01,143.2683,5478700.0
2005-09-02,144.3694,6862100.0
2005-09-06,143.6987,8416100.0
2005-09-07,147.5826,14984000.0
2005-09-08,147.8428,13213300.0
2005-09-09,149.6947,8772200.0
2005-09-12,155.025,20752200.0
2005-09-13,155.996,20579200.0
2005-09-14,151.6517,22529000.0
2005-09-15,151.4615,30901400.0
2005-09-16,150.2502,15144400.0
2005-09-19,152.047,11512200.0
2005-09-20,154.1091,18683200.0
2005-09-21,156.1061,20219100.0
2005-09-22,155.8408,25986700.0
2005-09-23,157.8378,16950600.0
2005-09-26,157.2973,19769000.0
2005-09-27,157.1271,13732400.0
2005-09-28,153.1532,15978800.0
2005-09-29,154.965,11216300.0
2005-09-30,158.3884,18284200.0
2005-10-03,159.4995,18302200.0
2005-10-04,155.6557,18270300.0
2005-10-05,155.5105,16640100.0
2005-10-06,156.5315,15971600.0
2005-10-07,156.6517,13527000.0
2005-10-10,155.4805,11133200.0
2005-10-11,153.2032,17068100.0
2005-10-12,150.6356,18593700.0
2005-10-13,148.8689,21114200.0
2005-10-14,148.2182,17021100.0
2005-10-17,152.6526,15118200.0
2005-10-18,151.7918,14141400.0
2005-10-19,154.5045,14007300.0
2005-10-20,151.7518,27795500.0
2005-10-21,170.1201,45739000.0
2005-10-24,174.4995,18844500.0
2005-10-25,173.6286,13742800.0
2005-10-26,177.8979,17797100.0
2005-10-27,176.7067,10258500.0
2005-10-28,179.2643,11795100.0
2005-10-31,186.2563,28657100.0
2005-11-01,189.8799,32679400.0
2005-11-02,190.03,21109600.0
2005-11-03,193.1682,14881900.0
2005-11-04,195.4104,17632100.0
2005-11-07,197.7127,19163800.0
2005-11-08,195.1451,15779200.0
2005-11-09,189.7648,20912800.0
2005-11-10,195.7457,18239100.0
2005-11-11,195.3954,14113600.0
2005-11-14,198.6837,15600100.0
2005-11-15,196.5966,17232500.0
2005-11-16,199.2743,17373000.0
2005-11-17,201.9269,18405900.0
2005-11-18,200.3053,14037100.0
2005-11-21,204.8849,20649500.0
2005-11-22,208.4435,19172800.0
2005-11-23,211.6416,20149800.0
2005-11-25,214.5245,9670500.0
2005-11-28,211.952,21994700.0
2005-11-29,201.972,42948600.0
2005-11-30,202.6577,31162000.0
2005-12-01,207.2523,19470300.0
2005-12-02,209.0591,15071900.0
2005-12-05,203.1281,20558200.0
2005-12-06,202.4725,30220300.0
2005-12-07,202.3123,23308400.0
2005-12-08,205.5305,17802100.0
2005-12-09,204.8048,15271500.0
2005-12-12,206.5115,13886200.0
2005-12-13,208.9539,16311200.0
2005-12-14,209.6897,13247500.0
